IDVendedor;Nome;IDDestino;País;Cidade;ValorVenda;Qtde;Departamento;Passageiro;CiaAérea;Categoria
16.011;Poseidon;BRA-1937;Brasil;Nova Esperança do Sudoeste;1.845,00;9;AUDITORIA;TERCEIRO;DELTA AIRLINES;Premium
16.011;Poseidon;DIN-3170;Dinamarca;Kobenhavn;1.132,00;18;AUDITORIA;TEMPORÁRIO;GOL LINHAS AÉREAS;Plus
16.011;Poseidon;BRA-0016;Brasil;Batalha;1.082,00;8;COMERCIO EXTERIOR;COLABORADOR;AIR CHINA;Plus
16.011;Poseidon;BRA-0938;Brasil;Florestal;1.178,00;16;COMERCIO EXTERIOR;TERCEIRO;AIR CHINA;Plus
16.011;Poseidon;BRA-0913;Brasil;Divisópolis;2.107,00;3;COMERCIO EXTERIOR;TEMPORÁRIO;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
16.011;Poseidon;BRA-1128;Brasil;Presidente Bernardes;1.915,00;3;CONTROLADORIA;TEMPORÁRIO;BRITSH AIRWAYS;Plus
16.011;Poseidon;BRA-3100;Brasil;Gurupi;1.215,00;11;ENGENHARIA;COLABORADOR;AIR EUROPA;Platinum
16.011;Poseidon;BRA-1327;Brasil;Confresa;957;12;ENGENHARIA;COLABORADOR;ETIHAD AIRWAYS;Plus
16.011;Poseidon;BRA-0279;Brasil;Pindobaçu;778;10;ENGENHARIA;TERCEIRO;SETE LINHAS AEREAS S/A;Gold
16.011;Poseidon;BRA-1455;Brasil;São Sebastião da Boa Vista;1.056,00;10;ENGENHARIA;COLABORADOR;TURKISH AIRLINES INC;Plus
16.011;Poseidon;CAN-3168;Canadá;Tsawassen;1.819,00;2;GER LOGISTICA;TERCEIRO;AIR CHINA;Plus
16.011;Poseidon;CAN-3168;Canadá;Tsawassen;1.819,00;9;GER LOGISTICA;TERCEIRO;AIR CHINA;Plus
16.011;Poseidon;BRA-2130;Brasil;Riachuelo;1.541,00;9;GER LOGISTICA;COLABORADOR;GOL LINHAS AÉREAS;Plus
16.011;Poseidon;POR-3205;Portugal;Lisboa;972;12;GER LOGISTICA;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
16.011;Poseidon;POR-3205;Portugal;Lisboa;972;4;GER LOGISTICA;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
16.011;Poseidon;BRA-0912;Brasil;Divisa Nova;2.011,00;9;GARANTIA DA QUALIDADE;TEMPORÁRIO;AIR CANADÁ;Plus
16.011;Poseidon;BRA-0900;Brasil;Crucilândia;1.308,00;6;GARANTIA DA QUALIDADE;TERCEIRO;CHINA EASTERN AIRLINES;Plus
16.011;Poseidon;BRA-1611;Brasil;Calçado;1.289,00;18;GARANTIA DA QUALIDADE;COLABORADOR;LAN CHILE;Premium
16.011;Poseidon;CAN-3169;Canadá;Vancouver;1.417,00;20;GARANTIA DA QUALIDADE;COLABORADOR;TURKISH AIRLINES INC;Plus
16.011;Poseidon;CAN-3169;Canadá;Vancouver;1.417,00;20;GARANTIA DA QUALIDADE;COLABORADOR;TURKISH AIRLINES INC;Plus
16.011;Poseidon;CAN-3169;Canadá;Vancouver;1.417,00;5;GARANTIA DA QUALIDADE;COLABORADOR;TURKISH AIRLINES INC;Plus
16.011;Poseidon;CAN-3169;Canadá;Vancouver;1.417,00;11;GARANTIA DA QUALIDADE;COLABORADOR;TURKISH AIRLINES INC;Plus
16.011;Poseidon;CAN-3169;Canadá;Vancouver;1.417,00;2;GARANTIA DA QUALIDADE;COLABORADOR;TURKISH AIRLINES INC;Plus
16.011;Poseidon;BRA-0675;Brasil;Bom Jardim;1.916,00;12;GER SUPRIMENTOS;COLABORADOR;ETIHAD AIRWAYS;Plus
16.011;Poseidon;BRA-2259;Brasil;Derrubadas;1.505,00;3;GER SUPRIMENTOS;TERCEIRO;TAP PORTUGAL;Plus
16.011;Poseidon;BRA-2569;Brasil;Luzerna;668;14;SEG. SAUDE E MEIO AMBIENTE;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
16.011;Poseidon;BRA-2409;Brasil;Santa Margarida do Sul;928;3;SEG. SAUDE E MEIO AMBIENTE;TERCEIRO;DELTA AIRLINES;Premium
16.011;Poseidon;BRA-0985;Brasil;Itaobim;1.118,00;7;SEG. SAUDE E MEIO AMBIENTE;TERCEIRO;LUFTHANSA;Gold
16.011;Poseidon;BRA-2162;Brasil;Alvorada d'Oeste;1.996,00;19;TREINAMENTO E DESENV.;TERCEIRO;TAM LINHAS AÉREAS;Gold
16.011;Poseidon;BRA-0079;Brasil;Canutama;1.686,00;11;TREINAMENTO E DESENV.;TEMPORÁRIO;TAM LINHAS AÉREAS;Gold
16.011;Poseidon;BRA-2112;Brasil;Macau;910;6;AUDITORIA;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
16.011;Poseidon;BRA-0738;Brasil;Presidente Dutra;1.446,00;15;AUDITORIA;COLABORADOR;CHINA EASTERN AIRLINES;Plus
16.011;Poseidon;CAN-3169;Canadá;Vancouver;1.417,00;7;COMERCIO EXTERIOR;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
16.011;Poseidon;BRA-1142;Brasil;Rio Preto;930;10;ENGENHARIA;COLABORADOR;AIR FRANCE;Premium
16.011;Poseidon;BRA-1894;Brasil;Ipiranga;1.620,00;18;ENGENHARIA;TEMPORÁRIO;DELTA AIRLINES;Premium
16.011;Poseidon;BRA-0727;Brasil;Passagem Franca;976;17;ENGENHARIA;COLABORADOR;LUFTHANSA;Gold
16.011;Poseidon;BRA-1750;Brasil;Lagoa de São Francisco;697;14;ENGENHARIA;TERCEIRO;PASSAREDO LINHAS AÉREAS;Plus
16.011;Poseidon;BRA-0191;Brasil;Esplanada;1.906,00;16;GARANTIA DA QUALIDADE;TEMPORÁRIO;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
16.011;Poseidon;BRA-1125;Brasil;Pouso Alto;2.007,00;1;GARANTIA DA QUALIDADE;TERCEIRO;LAN CHILE;Premium
16.011;Poseidon;VEN-3216;Venezuela;Ilha de Margarita;1.316,00;7;GER SUPRIMENTOS;TEMPORÁRIO;LAN CHILE;Premium
16.011;Poseidon;VEN-3216;Venezuela;Ilha de Margarita;1.316,00;12;GER SUPRIMENTOS;TEMPORÁRIO;LAN CHILE;Premium
16.011;Poseidon;IRL-3198;Irlanda;Cork;984;14;LOGISTICA;TERCEIRO;UNITED AIRLINES;Gold
16.011;Poseidon;VEN-3216;Venezuela;Ilha de Margarita;1.316,00;7;SEG. SAUDE E MEIO AMBIENTE;TERCEIRO;AEROLINEAS ARGENTINAS;Gold
16.011;Poseidon;VEN-3216;Venezuela;Ilha de Margarita;1.316,00;14;SEG. SAUDE E MEIO AMBIENTE;TERCEIRO;AEROLINEAS ARGENTINAS;Gold
16.011;Poseidon;BRA-0363;Brasil;Aracati;736;19;SEG. SAUDE E MEIO AMBIENTE;TEMPORÁRIO;EMIRATES AIRLINE;Gold
16.011;Poseidon;BRA-2112;Brasil;Macau;910;6;AUDITORIA;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
16.011;Poseidon;VEN-3216;Venezuela;Ilha de Margarita;1.316,00;13;MANUFATURA;TERCEIRO;AVIANCA;Premium
16.011;Poseidon;BRA-0255;Brasil;Malhada de Pedras;2.145,00;2;AUDITORIA;COLABORADOR;AIR CHINA;Plus
16.011;Poseidon;BRA-0224;Brasil;Itanagra;1.445,00;13;AUDITORIA;COLABORADOR;ETIHAD AIRWAYS;Plus
16.011;Poseidon;BRA-0047;Brasil;Olho d'Água Grande;828;12;AUDITORIA;TEMPORÁRIO;GOL LINHAS AÉREAS;Plus
16.011;Poseidon;BRA-0784;Brasil;Alto Jequitibá;694;2;AUDITORIA;COLABORADOR;LAN CHILE;Premium
16.011;Poseidon;NOR-3203;Noruega;Stavern;1.995,00;16;COMERCIO EXTERIOR;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
16.011;Poseidon;NOR-3203;Noruega;Stavern;1.995,00;5;COMERCIO EXTERIOR;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
16.011;Poseidon;BRA-1227;Brasil;Tabuleiro;2.113,00;12;CONTROLADORIA;TEMPORÁRIO;AVIANCA;Premium
16.011;Poseidon;BRA-1502;Brasil;Cuité de Mamanguape;1.213,00;2;ENGENHARIA;TEMPORÁRIO;AIR CHINA;Plus
16.011;Poseidon;BRA-2718;Brasil;Ariranha;1.245,00;8;ENGENHARIA;TEMPORÁRIO;CHINA EASTERN AIRLINES;Plus
16.011;Poseidon;BRA-1116;Brasil;Pirapora;1.373,00;13;ENGENHARIA;TERCEIRO;TAP PORTUGAL;Plus
16.011;Poseidon;BRA-2865;Brasil;Laranjal Paulista;1.918,00;10;GARANTIA DA QUALIDADE;COLABORADOR;EMIRATES AIRLINE;Gold
16.011;Poseidon;BRA-2714;Brasil;Araras;1.844,00;14;GARANTIA DA QUALIDADE;TERCEIRO;ETIHAD AIRWAYS;Plus
16.011;Poseidon;BRA-0291;Brasil;Retirolândia;965;6;GARANTIA DA QUALIDADE;TEMPORÁRIO;GOL LINHAS AÉREAS;Plus
16.011;Poseidon;BEL-3166;Bélgica;Bruxelles;1.590,00;9;GARANTIA DA QUALIDADE;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
16.011;Poseidon;BRA-1615;Brasil;Catende;1.853,00;11;GARANTIA DA QUALIDADE;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
16.011;Poseidon;BRA-2118;Brasil;Natal;2.193,00;7;GARANTIA DA QUALIDADE;TEMPORÁRIO;TAP PORTUGAL;Plus
16.011;Poseidon;BRA-0675;Brasil;Bom Jardim;1.916,00;17;GER SUPRIMENTOS;TEMPORÁRIO;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
16.011;Poseidon;BRA-0641;Brasil;São Miguel do Passa-Quatro;1.682,00;5;GER SUPRIMENTOS;COLABORADOR;DELTA AIRLINES;Premium
16.011;Poseidon;BRA-0337;Brasil;Teodoro Sampaio;1.725,00;18;LOGISTICA;TERCEIRO;TURKISH AIRLINES INC;Plus
16.011;Poseidon;BRA-1412;Brasil;Inhangapi;916;11;SEG. SAUDE E MEIO AMBIENTE;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
16.011;Poseidon;BRA-1116;Brasil;Pirapora;1.373,00;3;SEG. SAUDE E MEIO AMBIENTE;TERCEIRO;AIR FRANCE;Premium
16.011;Poseidon;BRA-2588;Brasil;Palmeira;1.120,00;19;TREINAMENTO E DESENV.;TEMPORÁRIO;EMIRATES AIRLINE;Gold
16.011;Poseidon;VEN-3216;Venezuela;Ilha de Margarita;1.316,00;13;MANUFATURA;TERCEIRO;AVIANCA;Premium
16.011;Poseidon;BRA-2534;Brasil;Guaraciaba;1.761,00;13;AUDITORIA;COLABORADOR;AIR CANADÁ;Plus
16.011;Poseidon;BRA-0071;Brasil;Anamã;1.260,00;1;AUDITORIA;COLABORADOR;SETE LINHAS AEREAS S/A;Gold
16.011;Poseidon;BRA-0985;Brasil;Itaobim;1.118,00;13;CONTROLADORIA;TEMPORÁRIO;AIR FRANCE;Premium
16.011;Poseidon;BRA-1550;Brasil;Quixaba;2.162,00;8;CONTROLADORIA;COLABORADOR;AMERICAN AIRLINES;Plus
16.011;Poseidon;BRA-2418;Brasil;São Domingos do Sul;1.984,00;11;CONTROLADORIA;COLABORADOR;DELTA AIRLINES;Premium
16.011;Poseidon;BRA-0321;Brasil;Sátiro Dias;2.069,00;9;ENGENHARIA;TERCEIRO;AIR FRANCE;Premium
16.011;Poseidon;BRA-1289;Brasil;Itaporã;1.843,00;4;ENGENHARIA;COLABORADOR;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
16.011;Poseidon;BRA-1892;Brasil;Inácio Martins;2.173,00;2;GER LOGISTICA;TERCEIRO;TAP PORTUGAL;Plus
16.011;Poseidon;BRA-1522;Brasil;Lagoa de Dentro;1.415,00;11;GARANTIA DA QUALIDADE;TERCEIRO;DELTA AIRLINES;Premium
16.011;Poseidon;BRA-0585;Brasil;Ivolândia;1.311,00;8;GARANTIA DA QUALIDADE;TEMPORÁRIO;UNITED AIRLINES;Gold
16.011;Poseidon;BRA-1303;Brasil;Ribas do Rio Pardo;743;18;GER SUPRIMENTOS;TEMPORÁRIO;AEROLINEAS ARGENTINAS;Gold
16.011;Poseidon;BRA-1526;Brasil;Mãe d'Água;2.135,00;5;GER SUPRIMENTOS;TEMPORÁRIO;AIR CANADÁ;Plus
16.011;Poseidon;BRA-2784;Brasil;Duartina;2.103,00;2;GER SUPRIMENTOS;TEMPORÁRIO;AMERICAN AIRLINES;Plus
16.011;Poseidon;BRA-2820;Brasil;Iaras;1.152,00;18;GER SUPRIMENTOS;TEMPORÁRIO;AVIANCA;Premium
16.011;Poseidon;BRA-0087;Brasil;Juruá;1.024,00;18;GER SUPRIMENTOS;TERCEIRO;AVIANCA;Premium
16.011;Poseidon;CAN-3167;Canadá;Montréal;1.454,00;9;GER SUPRIMENTOS;TEMPORÁRIO;TAP PORTUGAL;Plus
16.011;Poseidon;BRA-2516;Brasil;Coronel Martins;1.782,00;5;LOGISTICA;TERCEIRO;ETIHAD AIRWAYS;Plus
16.011;Poseidon;BRA-2574;Brasil;Meleiro;1.642,00;17;SEG. SAUDE E MEIO AMBIENTE;TEMPORÁRIO;AIR CHINA;Plus
16.011;Poseidon;BRA-0893;Brasil;Coronel Pacheco;1.759,00;7;TREINAMENTO E DESENV.;TERCEIRO;TAM LINHAS AÉREAS;Gold
16.011;Poseidon;BRA-0385;Brasil;Ererê;1.135,00;8;TREINAMENTO E DESENV.;TERCEIRO;UNITED AIRLINES;Gold
16.011;Poseidon;BRA-2534;Brasil;Guaraciaba;1.761,00;13;AUDITORIA;COLABORADOR;AIR CANADÁ;Plus
16.011;Poseidon;BRA-2287;Brasil;Flores da Cunha;1.739,00;13;MANUFATURA;COLABORADOR;AMERICAN AIRLINES;Plus
16.011;Poseidon;BRA-0376;Brasil;Cedro;972;9;MANUFATURA;TEMPORÁRIO;UNITED AIRLINES;Gold
16.011;Poseidon;BRA-1723;Brasil;Curimatá;2.065,00;3;AUDITORIA;TERCEIRO;AIR EUROPA;Platinum
16.011;Poseidon;BRA-1025;Brasil;Mamonas;1.000,00;19;AUDITORIA;TERCEIRO;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
16.011;Poseidon;BRA-2902;Brasil;Monteiro Lobato;1.480,00;16;CONTROLADORIA;TEMPORÁRIO;EMIRATES AIRLINE;Gold
16.011;Poseidon;BRA-1996;Brasil;São João do Ivaí;1.952,00;19;ENGENHARIA;COLABORADOR;LUFTHANSA;Gold
16.011;Poseidon;CAN-3167;Canadá;Montréal;1.454,00;2;ENGENHARIA;TERCEIRO;TAM LINHAS AÉREAS;Gold
16.011;Poseidon;BRA-0076;Brasil;Boa Vista do Ramos;1.895,00;19;ENGENHARIA;COLABORADOR;TURKISH AIRLINES INC;Plus
16.011;Poseidon;MEX-3202;México;México D.F.;1.367,00;12;GER LOGISTICA;TEMPORÁRIO;EMIRATES AIRLINE;Gold
16.011;Poseidon;BRA-2402;Brasil;Rolante;761;12;GER LOGISTICA;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
16.011;Poseidon;BRA-2611;Brasil;Rio Rufino;832;19;GARANTIA DA QUALIDADE;TERCEIRO;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
16.011;Poseidon;BRA-0683;Brasil;Carutapera;2.003,00;16;GARANTIA DA QUALIDADE;TERCEIRO;TURKISH AIRLINES INC;Plus
16.011;Poseidon;BRA-1358;Brasil;Porto dos Gaúchos;1.748,00;12;GARANTIA DA QUALIDADE;TERCEIRO;TURKISH AIRLINES INC;Plus
16.011;Poseidon;BRA-2069;Brasil;Três Rios;1.759,00;20;GARANTIA DA QUALIDADE;COLABORADOR;TURKISH AIRLINES INC;Plus
16.011;Poseidon;ESP-3174;Espanha;Barcelona;1.588,00;10;GER SUPRIMENTOS;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
16.011;Poseidon;BRA-2490;Brasil;Balneário Camboriú;2.063,00;8;GER SUPRIMENTOS;COLABORADOR;LAN CHILE;Premium
16.011;Poseidon;BRA-1368;Brasil;Santa Carmem;948;7;LOGISTICA;TEMPORÁRIO;BRITSH AIRWAYS;Plus
16.011;Poseidon;BRA-0590;Brasil;Luziânia;1.601,00;9;SEG. SAUDE E MEIO AMBIENTE;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
16.011;Poseidon;BRA-1760;Brasil;Nazária;1.700,00;7;SEG. SAUDE E MEIO AMBIENTE;COLABORADOR;AMERICAN AIRLINES;Plus
16.011;Poseidon;BRA-2630;Brasil;São Miguel do Oeste;965;6;TREINAMENTO E DESENV.;TERCEIRO;AVIANCA;Premium
16.011;Poseidon;BRA-0376;Brasil;Cedro;972;9;MANUFATURA;TEMPORÁRIO;UNITED AIRLINES;Gold
16.011;Poseidon;BRA-1723;Brasil;Curimatá;2.065,00;3;AUDITORIA;TERCEIRO;AIR EUROPA;Platinum
16.011;Poseidon;BRA-0290;Brasil;Remanso;1.920,00;11;MANUFATURA;TEMPORÁRIO;AIR FRANCE;Premium
16.011;Poseidon;BRA-0557;Brasil;Diorama;1.111,00;12;MANUFATURA;TERCEIRO;UNITED AIRLINES;Gold
16.011;Poseidon;BRA-2437;Brasil;São Valentim;1.612,00;12;AUDITORIA;COLABORADOR;AIR EUROPA;Platinum
16.011;Poseidon;BRA-1268;Brasil;Aral Moreira;2.034,00;6;AUDITORIA;COLABORADOR;TAP PORTUGAL;Plus
16.011;Poseidon;BRA-2131;Brasil;Rodolfo Fernandes;2.038,00;14;COMERCIO EXTERIOR;COLABORADOR;LAN CHILE;Premium
16.011;Poseidon;BRA-0575;Brasil;Ipameri;654;3;CONTROLADORIA;TEMPORÁRIO;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
16.011;Poseidon;BRA-1781;Brasil;Ribeira do Piauí;1.744,00;5;ENGENHARIA;TERCEIRO;TAP PORTUGAL;Plus
16.011;Poseidon;BRA-2585;Brasil;Ouro Verde;1.684,00;8;GER LOGISTICA;TEMPORÁRIO;EMIRATES AIRLINE;Gold
16.011;Poseidon;VEN-3213;Venezuela;San Cristóbal;1.900,00;15;GER LOGISTICA;TEMPORÁRIO;PASSAREDO LINHAS AÉREAS;Plus
16.011;Poseidon;BRA-2620;Brasil;São Bernardino;1.579,00;5;GARANTIA DA QUALIDADE;COLABORADOR;CHINA EASTERN AIRLINES;Plus
16.011;Poseidon;BRA-0837;Brasil;Campestre;887;12;GARANTIA DA QUALIDADE;TERCEIRO;LAN CHILE;Premium
16.011;Poseidon;BRA-0646;Brasil;Trindade;950;1;GARANTIA DA QUALIDADE;TERCEIRO;SETE LINHAS AEREAS S/A;Gold
16.011;Poseidon;BRA-2544;Brasil;Ipuaçu;666;19;GER SUPRIMENTOS;TERCEIRO;AIR CANADÁ;Plus
16.011;Poseidon;CAN-3167;Canadá;Montréal;1.454,00;20;GER SUPRIMENTOS;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
16.011;Poseidon;BRA-1335;Brasil;Jangada;1.645,00;17;LOGISTICA;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
16.011;Poseidon;BRA-1994;Brasil;São Jerônimo da Serra;1.411,00;19;LOGISTICA;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
16.011;Poseidon;BRA-1319;Brasil;Barão de Melgaço;1.902,00;15;TREINAMENTO E DESENV.;TEMPORÁRIO;TAM LINHAS AÉREAS;Gold
16.011;Poseidon;BRA-0290;Brasil;Remanso;1.920,00;11;MANUFATURA;TEMPORÁRIO;AIR FRANCE;Premium
16.011;Poseidon;BRA-0155;Brasil;Caldeirão Grande;1.817,00;3;MANUFATURA;COLABORADOR;BRITSH AIRWAYS;Plus
16.011;Poseidon;BRA-0334;Brasil;Taperoá;2.018,00;13;MANUFATURA;TERCEIRO;CHINA EASTERN AIRLINES;Plus
16.011;Poseidon;VEN-3213;Venezuela;San Cristóbal;1.900,00;20;MANUFATURA;TEMPORÁRIO;DELTA AIRLINES;Premium
16.011;Poseidon;DIN-3171;Dinamarca;arhus;961;13;COMERCIO EXTERIOR;TERCEIRO;TURKISH AIRLINES INC;Plus
16.011;Poseidon;BRA-0327;Brasil;Simões Filho;1.455,00;7;CONTROLADORIA;TERCEIRO;CHINA EASTERN AIRLINES;Plus
