IDVendedor;Nome;IDDestino;País;Cidade;ValorVenda;Qtde;Departamento;Passageiro;CiaAérea;Categoria
15.008;Hefesto;BRA-0256;Brasil;Maragogipe;1.415,00;15;COMERCIO EXTERIOR;TERCEIRO;AIR CANADÁ;Plus
15.008;Hefesto;BRA-2576;Brasil;Mondaí;835;14;COMERCIO EXTERIOR;COLABORADOR;CHINA EASTERN AIRLINES;Plus
15.008;Hefesto;BRA-0572;Brasil;Iaciara;807;12;DESENV. DE EMBALAGENS;TERCEIRO;AIR EUROPA;Platinum
15.008;Hefesto;BRA-0917;Brasil;Dores do Indaiá;1.003,00;6;ENGENHARIA;COLABORADOR;EMIRATES AIRLINE;Gold
15.008;Hefesto;VEN-3215;Venezuela;Barquisimeto;699;17;GER LOGISTICA;TEMPORÁRIO;BRITSH AIRWAYS;Plus
15.008;Hefesto;VEN-3215;Venezuela;Barquisimeto;699;9;GER LOGISTICA;TEMPORÁRIO;BRITSH AIRWAYS;Plus
15.008;Hefesto;BRA-0445;Brasil;Saboeiro;905;8;GARANTIA DA QUALIDADE;TERCEIRO;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
15.008;Hefesto;BRA-2411;Brasil;Santa Rosa;1.269,00;20;GER SUPRIMENTOS;TERCEIRO;DELTA AIRLINES;Premium
15.008;Hefesto;CAN-3167;Canadá;Montréal;1.454,00;20;GER SUPRIMENTOS;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
15.008;Hefesto;CAN-3167;Canadá;Montréal;1.454,00;8;GER SUPRIMENTOS;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
15.008;Hefesto;BRA-1501;Brasil;Cuité;2.092,00;7;LOGISTICA;TEMPORÁRIO;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
15.008;Hefesto;BRA-1000;Brasil;Jequitinhonha;775;5;LOGISTICA;COLABORADOR;SETE LINHAS AEREAS S/A;Gold
15.008;Hefesto;BRA-1051;Brasil;Miravânia;1.666,00;20;MANUFATURA;COLABORADOR;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
15.008;Hefesto;BRA-2799;Brasil;Flora Rica;1.436,00;18;AUDITORIA;TEMPORÁRIO;AVIANCA;Premium
15.008;Hefesto;BRA-0418;Brasil;Maranguape;2.146,00;2;AUDITORIA;COLABORADOR;CHINA EASTERN AIRLINES;Plus
15.008;Hefesto;BRA-2192;Brasil;Amajari;2.015,00;20;AUDITORIA;TEMPORÁRIO;UNITED AIRLINES;Gold
15.008;Hefesto;DIN-3171;Dinamarca;arhus;961;1;COMERCIO EXTERIOR;TERCEIRO;TURKISH AIRLINES INC;Plus
15.008;Hefesto;BRA-0399;Brasil;Iguatu;1.656,00;17;CONTROLADORIA;TERCEIRO;ETIHAD AIRWAYS;Plus
15.008;Hefesto;BRA-0611;Brasil;Novo Brasil;770;16;CONTROLADORIA;TERCEIRO;TURKISH AIRLINES INC;Plus
15.008;Hefesto;IRL-3198;Irlanda;Cork;984;6;ENGENHARIA;COLABORADOR;ETIHAD AIRWAYS;Plus
15.008;Hefesto;BRA-0160;Brasil;Canarana;1.521,00;8;ENGENHARIA;TERCEIRO;PASSAREDO LINHAS AÉREAS;Plus
15.008;Hefesto;BRA-0540;Brasil;Campinorte;1.129,00;5;GER SUPRIMENTOS;TEMPORÁRIO;LUFTHANSA;Gold
15.008;Hefesto;BRA-0327;Brasil;Simões Filho;1.455,00;14;LOGISTICA;COLABORADOR;AIR FRANCE;Premium
15.008;Hefesto;BRA-0401;Brasil;Ipaporanga;1.715,00;5;LOGISTICA;TERCEIRO;ETIHAD AIRWAYS;Plus
15.008;Hefesto;BRA-0109;Brasil;Macapá;1.833,00;13;LOGISTICA;TEMPORÁRIO;LUFTHANSA;Gold
15.008;Hefesto;BRA-1198;Brasil;São José do Divino;1.549,00;16;TREINAMENTO E DESENV.;TEMPORÁRIO;AVIANCA;Premium
15.008;Hefesto;BRA-1057;Brasil;Monte Formoso;1.313,00;14;TREINAMENTO E DESENV.;TEMPORÁRIO;DELTA AIRLINES;Premium
15.008;Hefesto;DIN-3170;Dinamarca;Kobenhavn;1.132,00;8;MANUFATURA;COLABORADOR;CHINA EASTERN AIRLINES;Plus
15.008;Hefesto;BRA-3089;Brasil;Colméia;1.319,00;12;MANUFATURA;COLABORADOR;LAN CHILE;Premium
15.008;Hefesto;VEN-3213;Venezuela;San Cristóbal;1.900,00;18;AUDITORIA;COLABORADOR;AIR EUROPA;Platinum
15.008;Hefesto;BRA-0897;Brasil;Crisólita;1.768,00;19;AUDITORIA;TERCEIRO;AVIANCA;Premium
15.008;Hefesto;BRA-2937;Brasil;Pedrinhas Paulista;1.293,00;20;COMERCIO EXTERIOR;TERCEIRO;AIR EUROPA;Platinum
15.008;Hefesto;BRA-0272;Brasil;Novo Horizonte;966;15;COMERCIO EXTERIOR;COLABORADOR;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
15.008;Hefesto;BRA-2794;Brasil;Euclides da Cunha Paulista;1.748,00;17;COMERCIO EXTERIOR;COLABORADOR;DELTA AIRLINES;Premium
15.008;Hefesto;REI-3208;Reino Unido;Colchester;2.031,00;5;COMERCIO EXTERIOR;TEMPORÁRIO;LUFTHANSA;Gold
15.008;Hefesto;BRA-2413;Brasil;Santana do Livramento;2.156,00;4;DESENV. DE EMBALAGENS;TEMPORÁRIO;UNITED AIRLINES;Gold
15.008;Hefesto;BRA-2553;Brasil;Itapiranga;1.327,00;4;ENGENHARIA;TEMPORÁRIO;AEROLINEAS ARGENTINAS;Gold
15.008;Hefesto;BRA-0714;Brasil;Matões do Norte;1.654,00;17;GER LOGISTICA;COLABORADOR;CHINA EASTERN AIRLINES;Plus
15.008;Hefesto;ARG-3162;Argentina;Buenos Aires;1.923,00;10;GER LOGISTICA;TEMPORÁRIO;EMIRATES AIRLINE;Gold
15.008;Hefesto;CAN-3169;Canadá;Vancouver;1.417,00;1;GER LOGISTICA;COLABORADOR;SETE LINHAS AEREAS S/A;Gold
15.008;Hefesto;BRA-2995;Brasil;Santa Rita d'Oeste;1.724,00;4;LOGISTICA;TERCEIRO;AIR CHINA;Plus
15.008;Hefesto;BRA-0584;Brasil;Itumbiara;916;12;TREINAMENTO E DESENV.;TERCEIRO;AVIANCA;Premium
15.008;Hefesto;BRA-0882;Brasil;Conceição do Pará;1.876,00;8;TREINAMENTO E DESENV.;COLABORADOR;BRITSH AIRWAYS;Plus
15.008;Hefesto;BRA-1132;Brasil;Raposos;1.368,00;1;TREINAMENTO E DESENV.;TERCEIRO;PASSAREDO LINHAS AÉREAS;Plus
15.008;Hefesto;VEN-3213;Venezuela;San Cristóbal;1.900,00;18;AUDITORIA;COLABORADOR;AIR EUROPA;Platinum
15.008;Hefesto;BRA-0897;Brasil;Crisólita;1.768,00;19;AUDITORIA;TERCEIRO;AVIANCA;Premium
15.008;Hefesto;VEN-3215;Venezuela;Barquisimeto;699;17;MANUFATURA;COLABORADOR;LUFTHANSA;Gold
15.008;Hefesto;VEN-3216;Venezuela;Ilha de Margarita;1.316,00;6;MANUFATURA;TERCEIRO;PASSAREDO LINHAS AÉREAS;Plus
15.008;Hefesto;BRA-2033;Brasil;Duque de Caxias;1.534,00;19;COMERCIO EXTERIOR;TERCEIRO;TURKISH AIRLINES INC;Plus
15.008;Hefesto;POR-3205;Portugal;Lisboa;972;18;CONTROLADORIA;COLABORADOR;AIR CHINA;Plus
15.008;Hefesto;BRA-2966;Brasil;Queluz;1.635,00;4;CONTROLADORIA;TEMPORÁRIO;AVIANCA;Premium
15.008;Hefesto;BRA-0179;Brasil;Coribe;1.328,00;13;CONTROLADORIA;TEMPORÁRIO;PASSAREDO LINHAS AÉREAS;Plus
15.008;Hefesto;BRA-1379;Brasil;Terra Nova do Norte;1.421,00;20;CONTROLADORIA;TEMPORÁRIO;UNITED AIRLINES;Gold
15.008;Hefesto;DIN-3171;Dinamarca;arhus;961;13;DESENV. DE EMBALAGENS;TEMPORÁRIO;AIR CANADÁ;Plus
15.008;Hefesto;DIN-3171;Dinamarca;arhus;961;3;DESENV. DE EMBALAGENS;TEMPORÁRIO;AIR CANADÁ;Plus
15.008;Hefesto;BRA-1782;Brasil;Ribeiro Gonçalves;1.048,00;13;ENGENHARIA;TERCEIRO;AVIANCA;Premium
15.008;Hefesto;VEN-3213;Venezuela;San Cristóbal;1.900,00;14;ENGENHARIA;TERCEIRO;CHINA EASTERN AIRLINES;Plus
15.008;Hefesto;BRA-1039;Brasil;Matias Barbosa;2.022,00;5;GER SUPRIMENTOS;COLABORADOR;AIR CANADÁ;Plus
15.008;Hefesto;BRA-0767;Brasil;Timon;1.799,00;20;GER SUPRIMENTOS;TEMPORÁRIO;LUFTHANSA;Gold
15.008;Hefesto;BRA-3110;Brasil;Mateiros;1.564,00;13;LOGISTICA;TEMPORÁRIO;AIR EUROPA;Platinum
15.008;Hefesto;BRA-1326;Brasil;Comodoro;870;6;TREINAMENTO E DESENV.;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
15.008;Hefesto;VEN-3216;Venezuela;Ilha de Margarita;1.316,00;6;MANUFATURA;TERCEIRO;PASSAREDO LINHAS AÉREAS;Plus
15.008;Hefesto;BRA-1366;Brasil;Rondolândia;667;14;MANUFATURA;TERCEIRO;AMERICAN AIRLINES;Plus
15.008;Hefesto;BRA-0850;Brasil;Capitão Andrade;1.844,00;18;MANUFATURA;TERCEIRO;UNITED AIRLINES;Gold
15.008;Hefesto;BRA-3146;Brasil;Talismã;2.005,00;10;COMERCIO EXTERIOR;COLABORADOR;AVIANCA;Premium
15.008;Hefesto;BRA-1418;Brasil;Mãe do Rio;1.426,00;10;CONTROLADORIA;TEMPORÁRIO;UNITED AIRLINES;Gold
15.008;Hefesto;BRA-3134;Brasil;Rio Sono;903;2;DESENV. DE EMBALAGENS;TERCEIRO;BRITSH AIRWAYS;Plus
15.008;Hefesto;BRA-1086;Brasil;Paiva;1.857,00;12;ENGENHARIA;TEMPORÁRIO;AIR CANADÁ;Plus
15.008;Hefesto;VEN-3214;Venezuela;Caracas;1.271,00;6;GER LOGISTICA;TERCEIRO;AMERICAN AIRLINES;Plus
15.008;Hefesto;REI-3207;Reino Unido;Cowes;1.633,00;14;GER LOGISTICA;COLABORADOR;ETIHAD AIRWAYS;Plus
15.008;Hefesto;BRA-2093;Brasil;Frutuoso Gomes;1.129,00;8;GER LOGISTICA;TERCEIRO;PASSAREDO LINHAS AÉREAS;Plus
15.008;Hefesto;REI-3208;Reino Unido;Colchester;2.031,00;17;GER LOGISTICA;COLABORADOR;TAM LINHAS AÉREAS;Gold
15.008;Hefesto;BRA-1572;Brasil;São Miguel de Taipu;2.048,00;1;GER SUPRIMENTOS;TEMPORÁRIO;GOL LINHAS AÉREAS;Plus
15.008;Hefesto;BRA-1922;Brasil;Maringá;1.940,00;13;GER SUPRIMENTOS;COLABORADOR;SETE LINHAS AEREAS S/A;Gold
15.008;Hefesto;BRA-1547;Brasil;Poço de José de Moura;2.185,00;18;LOGISTICA;COLABORADOR;BRITSH AIRWAYS;Plus
15.008;Hefesto;BRA-0727;Brasil;Passagem Franca;976;19;TREINAMENTO E DESENV.;TEMPORÁRIO;TAP PORTUGAL;Plus
15.008;Hefesto;BRA-1366;Brasil;Rondolândia;667;14;MANUFATURA;TERCEIRO;AMERICAN AIRLINES;Plus
15.008;Hefesto;BRA-0850;Brasil;Capitão Andrade;1.844,00;18;MANUFATURA;TERCEIRO;UNITED AIRLINES;Gold
15.008;Hefesto;BRA-0770;Brasil;Turilândia;1.405,00;3;MANUFATURA;TEMPORÁRIO;CHINA EASTERN AIRLINES;Plus
15.008;Hefesto;CAN-3167;Canadá;Montréal;1.454,00;16;MANUFATURA;COLABORADOR;TURKISH AIRLINES INC;Plus
15.008;Hefesto;BRA-1650;Brasil;Poção;2.002,00;9;AUDITORIA;TEMPORÁRIO;AIR CHINA;Plus
15.008;Hefesto;REI-3208;Reino Unido;Colchester;2.031,00;13;AUDITORIA;TEMPORÁRIO;PASSAREDO LINHAS AÉREAS;Plus
15.008;Hefesto;BRA-1735;Brasil;Fronteiras;1.017,00;3;AUDITORIA;TERCEIRO;PASSAREDO LINHAS AÉREAS;Plus
15.008;Hefesto;ARG-3162;Argentina;Buenos Aires;1.923,00;14;COMERCIO EXTERIOR;TEMPORÁRIO;EMIRATES AIRLINE;Gold
15.008;Hefesto;BRA-2145;Brasil;São Rafael;1.568,00;19;LOGISTICA;COLABORADOR;AVIANCA;Premium
15.008;Hefesto;BRA-3026;Brasil;Sebastianópolis do Sul;1.869,00;9;SEG. SAUDE E MEIO AMBIENTE;COLABORADOR;TURKISH AIRLINES INC;Plus
15.008;Hefesto;BRA-0482;Brasil;Itapemirim;1.374,00;14;TREINAMENTO E DESENV.;TEMPORÁRIO;AVIANCA;Premium
15.008;Hefesto;CAN-3167;Canadá;Montréal;1.454,00;16;MANUFATURA;COLABORADOR;TURKISH AIRLINES INC;Plus
15.008;Hefesto;BRA-1650;Brasil;Poção;2.002,00;9;AUDITORIA;TEMPORÁRIO;AIR CHINA;Plus
15.008;Hefesto;BRA-1861;Brasil;Cruzeiro do Sul;1.634,00;17;MANUFATURA;TERCEIRO;AMERICAN AIRLINES;Plus
15.008;Hefesto;BRA-0940;Brasil;Fortuna de Minas;964;3;MANUFATURA;COLABORADOR;DELTA AIRLINES;Premium
15.008;Hefesto;BRA-2935;Brasil;Pedra Bela;1.642,00;2;AUDITORIA;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
15.008;Hefesto;BRA-2381;Brasil;Pontão;2.146,00;19;AUDITORIA;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
15.008;Hefesto;BRA-2103;Brasil;Jardim do Seridó;1.743,00;10;AUDITORIA;COLABORADOR;LAN CHILE;Premium
15.008;Hefesto;DIN-3170;Dinamarca;Kobenhavn;1.132,00;2;AUDITORIA;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
15.008;Hefesto;BRA-2268;Brasil;Encruzilhada do Sul;1.215,00;14;COMERCIO EXTERIOR;COLABORADOR;TAM LINHAS AÉREAS;Gold
15.008;Hefesto;REI-3207;Reino Unido;Cowes;1.633,00;18;CONTROLADORIA;TEMPORÁRIO;AIR CANADÁ;Plus
15.008;Hefesto;BRA-1702;Brasil;Bom Princípio do Piauí;1.623,00;10;CONTROLADORIA;TEMPORÁRIO;AIR EUROPA;Platinum
15.008;Hefesto;BRA-2679;Brasil;Pedra Mole;1.400,00;9;CONTROLADORIA;COLABORADOR;GOL LINHAS AÉREAS;Plus
15.008;Hefesto;BRA-2055;Brasil;Rio das Flores;794;1;CONTROLADORIA;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
15.008;Hefesto;BRA-1536;Brasil;Parari;1.104,00;13;CONTROLADORIA;COLABORADOR;UNITED AIRLINES;Gold
15.008;Hefesto;BRA-2728;Brasil;Bariri;743;9;DESENV. DE EMBALAGENS;TERCEIRO;TAM LINHAS AÉREAS;Gold
15.008;Hefesto;BRA-1137;Brasil;Ribeirão Vermelho;2.160,00;12;GARANTIA DA QUALIDADE;COLABORADOR;DELTA AIRLINES;Premium
