IDVendedor;Nome;IDDestino;País;Cidade;ValorVenda;Qtde;Departamento;Passageiro;CiaAérea;Categoria
15.010;Hermes;BRA-2368;Brasil;Paulo Bento;1.537,00;8;COMERCIO EXTERIOR;TERCEIRO;AVIANCA;Premium
15.010;Hermes;BRA-1175;Brasil;São Domingos das Dores;1.528,00;4;COMERCIO EXTERIOR;TEMPORÁRIO;ETIHAD AIRWAYS;Plus
15.010;Hermes;BRA-1887;Brasil;Ibema;1.491,00;10;DESENV. DE EMBALAGENS;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
15.010;Hermes;BRA-3018;Brasil;São Manuel;1.717,00;9;TREINAMENTO E DESENV.;TERCEIRO;LAN CHILE;Premium
15.010;Hermes;BRA-0555;Brasil;Damianópolis;2.019,00;10;MANUFATURA;COLABORADOR;AVIANCA;Premium
15.010;Hermes;BRA-1398;Brasil;Cachoeira do Piriá;1.799,00;13;COMERCIO EXTERIOR;TEMPORÁRIO;AEROLINEAS ARGENTINAS;Gold
15.010;Hermes;CAN-3167;Canadá;Montréal;1.454,00;2;GER SUPRIMENTOS;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
15.010;Hermes;BRA-1216;Brasil;Serra do Salitre;1.586,00;16;SEG. SAUDE E MEIO AMBIENTE;TERCEIRO;TAP PORTUGAL;Plus
15.010;Hermes;VEN-3214;Venezuela;Caracas;1.271,00;16;TREINAMENTO E DESENV.;TEMPORÁRIO;AMERICAN AIRLINES;Plus
15.010;Hermes;BRA-2087;Brasil;Doutor Severiano;1.662,00;4;AUDITORIA;COLABORADOR;EMIRATES AIRLINE;Gold
15.010;Hermes;BRA-1037;Brasil;Mateus Leme;784;15;COMERCIO EXTERIOR;COLABORADOR;EMIRATES AIRLINE;Gold
15.010;Hermes;BRA-0750;Brasil;Santo Antônio dos Lopes;907;6;COMERCIO EXTERIOR;TERCEIRO;LAN CHILE;Premium
15.010;Hermes;BRA-3032;Brasil;Suzano;1.917,00;6;DESENV. DE EMBALAGENS;TEMPORÁRIO;TAM LINHAS AÉREAS;Gold
15.010;Hermes;BEL-3165;Bélgica;Charleroi;2.119,00;15;GER LOGISTICA;TERCEIRO;AIR CANADÁ;Plus
15.010;Hermes;BRA-0784;Brasil;Alto Jequitibá;694;8;GER LOGISTICA;COLABORADOR;AIR EUROPA;Platinum
15.010;Hermes;BRA-1327;Brasil;Confresa;957;14;MANUFATURA;COLABORADOR;ETIHAD AIRWAYS;Plus
15.010;Hermes;VEN-3213;Venezuela;San Cristóbal;1.900,00;11;AUDITORIA;COLABORADOR;AIR EUROPA;Platinum
15.010;Hermes;BRA-1283;Brasil;Douradina;1.628,00;8;COMERCIO EXTERIOR;TERCEIRO;LUFTHANSA;Gold
15.010;Hermes;BRA-1854;Brasil;Colorado;2.022,00;2;GER LOGISTICA;TERCEIRO;CHINA EASTERN AIRLINES;Plus
15.010;Hermes;VEN-3213;Venezuela;San Cristóbal;1.900,00;3;GER SUPRIMENTOS;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
15.010;Hermes;BRA-1971;Brasil;Ribeirão Claro;1.318,00;4;GER SUPRIMENTOS;COLABORADOR;SETE LINHAS AEREAS S/A;Gold
15.010;Hermes;BRA-2893;Brasil;Mogi das Cruzes;2.152,00;12;COMERCIO EXTERIOR;TERCEIRO;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
15.010;Hermes;BRA-0867;Brasil;Catuji;2.013,00;16;COMERCIO EXTERIOR;COLABORADOR;SETE LINHAS AEREAS S/A;Gold
15.010;Hermes;BRA-1955;Brasil;Piraquara;657;8;DESENV. DE EMBALAGENS;COLABORADOR;EMIRATES AIRLINE;Gold
15.010;Hermes;BRA-2745;Brasil;Cabreúva;1.018,00;3;GER LOGISTICA;TERCEIRO;GOL LINHAS AÉREAS;Plus
15.010;Hermes;BRA-1837;Brasil;Cambará;779;6;LOGISTICA;TEMPORÁRIO;LAN CHILE;Premium
15.010;Hermes;BRA-1307;Brasil;Sete Quedas;789;9;MANUFATURA;COLABORADOR;AMERICAN AIRLINES;Plus
15.010;Hermes;BRA-3023;Brasil;São Roque;2.115,00;6;AUDITORIA;TERCEIRO;AEROLINEAS ARGENTINAS;Gold
15.010;Hermes;BRA-2675;Brasil;Muribeca;1.117,00;14;AUDITORIA;TERCEIRO;AIR FRANCE;Premium
15.010;Hermes;BRA-2739;Brasil;Borebi;830;6;AUDITORIA;COLABORADOR;TAP PORTUGAL;Plus
15.010;Hermes;BRA-2114;Brasil;Marcelino Vieira;1.008,00;16;LOGISTICA;TEMPORÁRIO;ETIHAD AIRWAYS;Plus
15.010;Hermes;CAN-3167;Canadá;Montréal;1.454,00;16;MANUFATURA;COLABORADOR;TURKISH AIRLINES INC;Plus
15.010;Hermes;BRA-1428;Brasil;Pacajá;1.097,00;1;AUDITORIA;TERCEIRO;AIR FRANCE;Premium
15.010;Hermes;BRA-1847;Brasil;Cascavel;1.937,00;19;AUDITORIA;COLABORADOR;SETE LINHAS AEREAS S/A;Gold
15.010;Hermes;BRA-1927;Brasil;Mauá da Serra;946;15;COMERCIO EXTERIOR;TEMPORÁRIO;TAM LINHAS AÉREAS;Gold
15.010;Hermes;BRA-0385;Brasil;Ererê;1.135,00;9;CONTROLADORIA;TERCEIRO;TURKISH AIRLINES INC;Plus
15.010;Hermes;BEL-3165;Bélgica;Charleroi;2.119,00;14;DESENV. DE EMBALAGENS;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
15.010;Hermes;BRA-1435;Brasil;Ponta de Pedras;1.027,00;10;TREINAMENTO E DESENV.;COLABORADOR;AIR CANADÁ;Plus
15.010;Hermes;BRA-1411;Brasil;Igarapé-Mirim;1.932,00;12;MANUFATURA;TERCEIRO;LUFTHANSA;Gold
15.010;Hermes;DIN-3170;Dinamarca;Kobenhavn;1.132,00;15;AUDITORIA;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
15.010;Hermes;BRA-1316;Brasil;Araputanga;1.653,00;10;COMERCIO EXTERIOR;TERCEIRO;AMERICAN AIRLINES;Plus
15.010;Hermes;BRA-1683;Brasil;Vitória de Santo Antão;1.549,00;19;COMERCIO EXTERIOR;TEMPORÁRIO;AMERICAN AIRLINES;Plus
15.010;Hermes;BRA-0903;Brasil;Curral de Dentro;1.843,00;16;COMERCIO EXTERIOR;TEMPORÁRIO;ETIHAD AIRWAYS;Plus
15.010;Hermes;VEN-3214;Venezuela;Caracas;1.271,00;9;DESENV. DE EMBALAGENS;TERCEIRO;ETIHAD AIRWAYS;Plus
15.010;Hermes;BRA-2118;Brasil;Natal;2.193,00;3;TREINAMENTO E DESENV.;TERCEIRO;BRITSH AIRWAYS;Plus
15.010;Hermes;BRA-2054;Brasil;Rio Claro;1.270,00;19;AUDITORIA;TEMPORÁRIO;AIR EUROPA;Platinum
15.010;Hermes;BRA-1571;Brasil;São Mamede;1.826,00;6;AUDITORIA;TERCEIRO;SETE LINHAS AEREAS S/A;Gold
15.010;Hermes;BRA-1821;Brasil;Arapongas;1.061,00;11;COMERCIO EXTERIOR;COLABORADOR;AVIANCA;Premium
15.010;Hermes;BRA-0322;Brasil;Serra do Ramalho;1.934,00;20;TREINAMENTO E DESENV.;TERCEIRO;CHINA EASTERN AIRLINES;Plus
15.010;Hermes;CAN-3167;Canadá;Montréal;1.454,00;13;AUDITORIA;TERCEIRO;BRITSH AIRWAYS;Plus
15.010;Hermes;CAN-3167;Canadá;Montréal;1.454,00;7;AUDITORIA;TERCEIRO;BRITSH AIRWAYS;Plus
15.010;Hermes;BRA-2514;Brasil;Concórdia;1.982,00;20;AUDITORIA;TERCEIRO;TAP PORTUGAL;Plus
15.010;Hermes;BRA-1474;Brasil;Belém;1.011,00;20;COMERCIO EXTERIOR;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
15.010;Hermes;BRA-2099;Brasil;Jaçanã;1.795,00;1;COMERCIO EXTERIOR;TERCEIRO;AVIANCA;Premium
15.010;Hermes;BRA-2315;Brasil;Itaara;885;6;COMERCIO EXTERIOR;TERCEIRO;SETE LINHAS AEREAS S/A;Gold
15.010;Hermes;BRA-0862;Brasil;Carrancas;1.781,00;11;DESENV. DE EMBALAGENS;COLABORADOR;UNITED AIRLINES;Gold
15.010;Hermes;BRA-1729;Brasil;Fartura do Piauí;687;1;SEG. SAUDE E MEIO AMBIENTE;TEMPORÁRIO;SETE LINHAS AEREAS S/A;Gold
15.010;Hermes;BRA-2583;Brasil;Otacílio Costa;1.340,00;14;TREINAMENTO E DESENV.;TEMPORÁRIO;AIR EUROPA;Platinum
15.010;Hermes;BRA-1570;Brasil;São José dos Ramos;1.678,00;6;MANUFATURA;COLABORADOR;AIR FRANCE;Premium
15.010;Hermes;BRA-2144;Brasil;São Paulo do Potengi;1.889,00;1;AUDITORIA;TERCEIRO;LAN CHILE;Premium
15.010;Hermes;BRA-3054;Brasil;Ubatuba;1.408,00;6;AUDITORIA;TEMPORÁRIO;SETE LINHAS AEREAS S/A;Gold
15.010;Hermes;BRA-1020;Brasil;Luminárias;1.001,00;16;DESENV. DE EMBALAGENS;COLABORADOR;LAN CHILE;Premium
15.010;Hermes;BRA-0843;Brasil;Canaã;1.962,00;2;MANUFATURA;COLABORADOR;AIR EUROPA;Platinum
15.010;Hermes;BRA-0080;Brasil;Careiro;2.030,00;14;AUDITORIA;TEMPORÁRIO;GOL LINHAS AÉREAS;Plus
15.010;Hermes;BRA-1649;Brasil;Petrolina;1.804,00;13;LOGISTICA;TERCEIRO;CHINA EASTERN AIRLINES;Plus
15.010;Hermes;BRA-0857;Brasil;Carmésia;846;1;TREINAMENTO E DESENV.;COLABORADOR;GOL LINHAS AÉREAS;Plus
15.010;Hermes;BRA-2563;Brasil;Lacerdópolis;1.927,00;4;MANUFATURA;TEMPORÁRIO;AIR CANADÁ;Plus
15.010;Hermes;BRA-1777;Brasil;Piripiri;1.049,00;15;AUDITORIA;COLABORADOR;LAN CHILE;Premium
15.010;Hermes;BRA-0067;Brasil;Teotônio Vilela;2.174,00;6;DESENV. DE EMBALAGENS;COLABORADOR;AMERICAN AIRLINES;Plus
15.010;Hermes;BRA-2331;Brasil;Mampituba;1.105,00;11;GER LOGISTICA;TEMPORÁRIO;AIR CANADÁ;Plus
15.010;Hermes;BRA-0338;Brasil;Teofilândia;696;15;LOGISTICA;TERCEIRO;AVIANCA;Premium
15.010;Hermes;BRA-0042;Brasil;Minador do Negrão;1.715,00;13;AUDITORIA;TEMPORÁRIO;AVIANCA;Premium
15.010;Hermes;BRA-2480;Brasil;Águas Mornas;2.127,00;11;AUDITORIA;COLABORADOR;LAN CHILE;Premium
15.010;Hermes;REI-3208;Reino Unido;Colchester;2.031,00;20;AUDITORIA;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
15.010;Hermes;BRA-1202;Brasil;São Pedro dos Ferros;1.931,00;19;AUDITORIA;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
15.010;Hermes;BRA-3037;Brasil;Taiaçu;751;14;GER LOGISTICA;TEMPORÁRIO;AIR CHINA;Plus
15.010;Hermes;BRA-0022;Brasil;Coité do Noia;1.625,00;8;TREINAMENTO E DESENV.;TERCEIRO;DELTA AIRLINES;Premium
15.010;Hermes;DIN-3171;Dinamarca;arhus;961;11;AUDITORIA;TERCEIRO;AIR EUROPA;Platinum
15.010;Hermes;CAN-3168;Canadá;Tsawassen;1.819,00;5;AUDITORIA;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
15.010;Hermes;BRA-1093;Brasil;Paraopeba;2.178,00;1;AUDITORIA;TERCEIRO;TURKISH AIRLINES INC;Plus
15.010;Hermes;BRA-2755;Brasil;Cananéia;1.036,00;13;AUDITORIA;TEMPORÁRIO;UNITED AIRLINES;Gold
15.010;Hermes;CAN-3167;Canadá;Montréal;1.454,00;4;COMERCIO EXTERIOR;TEMPORÁRIO;TAM LINHAS AÉREAS;Gold
15.010;Hermes;CAN-3167;Canadá;Montréal;1.454,00;15;GER LOGISTICA;TEMPORÁRIO;AIR FRANCE;Premium
15.010;Hermes;BRA-0738;Brasil;Presidente Dutra;1.446,00;4;LOGISTICA;TEMPORÁRIO;DELTA AIRLINES;Premium
15.010;Hermes;BRA-0729;Brasil;Paulino Neves;1.118,00;16;LOGISTICA;TEMPORÁRIO;ETIHAD AIRWAYS;Plus
15.010;Hermes;BRA-1320;Brasil;Bom Jesus do Araguaia;1.278,00;2;TREINAMENTO E DESENV.;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
15.010;Hermes;ARG-3162;Argentina;Buenos Aires;1.923,00;14;AUDITORIA;COLABORADOR;LUFTHANSA;Gold
15.010;Hermes;BRA-1310;Brasil;Terenos;1.913,00;16;DESENV. DE EMBALAGENS;TERCEIRO;TAP PORTUGAL;Plus
15.010;Hermes;BRA-2054;Brasil;Rio Claro;1.270,00;19;GER LOGISTICA;COLABORADOR;ETIHAD AIRWAYS;Plus
15.010;Hermes;VEN-3214;Venezuela;Caracas;1.271,00;16;SEG. SAUDE E MEIO AMBIENTE;COLABORADOR;TAM LINHAS AÉREAS;Gold
15.010;Hermes;BRA-2392;Brasil;Putinga;1.704,00;5;MANUFATURA;TEMPORÁRIO;GOL LINHAS AÉREAS;Plus
15.010;Hermes;BRA-1455;Brasil;São Sebastião da Boa Vista;1.056,00;17;AUDITORIA;TERCEIRO;AIR EUROPA;Platinum
15.010;Hermes;BRA-1135;Brasil;Riachinho;2.131,00;10;GER SUPRIMENTOS;COLABORADOR;PASSAREDO LINHAS AÉREAS;Plus
15.010;Hermes;BRA-2255;Brasil;Coxilha;1.624,00;16;MANUFATURA;TEMPORÁRIO;AMERICAN AIRLINES;Plus
15.010;Hermes;BRA-2040;Brasil;Mangaratiba;2.105,00;13;DESENV. DE EMBALAGENS;TERCEIRO;TAP PORTUGAL;Plus
15.010;Hermes;CAN-3167;Canadá;Montréal;1.454,00;3;GER LOGISTICA;TERCEIRO;AIR CANADÁ;Plus
15.010;Hermes;BRA-0697;Brasil;Godofredo Viana;1.496,00;11;LOGISTICA;TEMPORÁRIO;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
15.010;Hermes;BRA-2837;Brasil;Itaóca;1.362,00;3;MANUFATURA;TERCEIRO;TAP PORTUGAL;Plus
15.010;Hermes;BRA-2825;Brasil;Iguape;1.188,00;10;COMERCIO EXTERIOR;COLABORADOR;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
15.010;Hermes;BRA-1026;Brasil;Manga;951;19;COMERCIO EXTERIOR;TERCEIRO;EMIRATES AIRLINE;Gold
15.010;Hermes;BRA-1728;Brasil;Dom Inocêncio;2.179,00;5;CONTROLADORIA;COLABORADOR;TAP PORTUGAL;Plus
15.010;Hermes;BRA-1740;Brasil;Isaías Coelho;1.151,00;18;GER LOGISTICA;TERCEIRO;AIR EUROPA;Platinum
15.010;Hermes;BRA-2459;Brasil;Três Forquilhas;835;17;GER SUPRIMENTOS;COLABORADOR;TAP PORTUGAL;Plus
15.010;Hermes;REI-3207;Reino Unido;Cowes;1.633,00;18;TREINAMENTO E DESENV.;COLABORADOR;AEROLINEAS ARGENTINAS;Gold
15.010;Hermes;BEL-3166;Bélgica;Bruxelles;1.590,00;3;TREINAMENTO E DESENV.;TEMPORÁRIO;AMERICAN AIRLINES;Plus
15.010;Hermes;CAN-3167;Canadá;Montréal;1.454,00;3;MANUFATURA;TEMPORÁRIO;PASSAREDO LINHAS AÉREAS;Plus
15.010;Hermes;BRA-2495;Brasil;Bela Vista do Toldo;2.034,00;1;MANUFATURA;COLABORADOR;TAP PORTUGAL;Plus
15.010;Hermes;CAN-3168;Canadá;Tsawassen;1.819,00;11;AUDITORIA;TERCEIRO;AIR CANADÁ;Plus
15.010;Hermes;BRA-0206;Brasil;Ibipitanga;2.090,00;5;AUDITORIA;COLABORADOR;AMERICAN AIRLINES;Plus
15.010;Hermes;BRA-0457;Brasil;Ubajara;1.871,00;18;GER LOGISTICA;TERCEIRO;ETIHAD AIRWAYS;Plus
15.010;Hermes;BRA-1763;Brasil;Novo Oriente do Piauí;1.226,00;16;LOGISTICA;TEMPORÁRIO;BRITSH AIRWAYS;Plus
15.010;Hermes;BRA-1716;Brasil;Cocal;1.519,00;19;MANUFATURA;TEMPORÁRIO;SETE LINHAS AEREAS S/A;Gold
15.010;Hermes;BEL-3166;Bélgica;Bruxelles;1.590,00;10;AUDITORIA;TEMPORÁRIO;AIR CHINA;Plus
15.010;Hermes;BRA-1235;Brasil;Toledo;1.198,00;11;AUDITORIA;COLABORADOR;LUFTHANSA;Gold
15.010;Hermes;BRA-1426;Brasil;Oriximiná;884;1;DESENV. DE EMBALAGENS;TERCEIRO;EMIRATES AIRLINE;Gold
15.010;Hermes;BRA-0238;Brasil;Jequié;2.013,00;10;LOGISTICA;TERCEIRO;GOL LINHAS AÉREAS;Plus
15.010;Hermes;BRA-0220;Brasil;Itabuna;2.073,00;19;TREINAMENTO E DESENV.;TEMPORÁRIO;AVIANCA;Premium
15.010;Hermes;BEL-3166;Bélgica;Bruxelles;1.590,00;15;AUDITORIA;COLABORADOR;AIR CANADÁ;Plus
15.010;Hermes;BRA-0100;Brasil;Silves;1.335,00;10;COMERCIO EXTERIOR;TEMPORÁRIO;AMERICAN AIRLINES;Plus
15.010;Hermes;BRA-0693;Brasil;Estreito;854;19;COMERCIO EXTERIOR;TEMPORÁRIO;UNITED AIRLINES;Gold
15.010;Hermes;BRA-2098;Brasil;Itaú;2.049,00;20;DESENV. DE EMBALAGENS;TEMPORÁRIO;LAN CHILE;Premium
15.010;Hermes;DIN-3170;Dinamarca;Kobenhavn;1.132,00;16;DESENV. DE EMBALAGENS;TEMPORÁRIO;LAN CHILE;Premium
15.010;Hermes;BRA-1135;Brasil;Riachinho;2.131,00;18;ENGENHARIA;COLABORADOR;UNITED AIRLINES;Gold
15.010;Hermes;BRA-2971;Brasil;Ribeirão Corrente;1.236,00;16;GER LOGISTICA;COLABORADOR;AIR CANADÁ;Plus
15.010;Hermes;BRA-2928;Brasil;Paranapuã;1.934,00;5;GER LOGISTICA;TEMPORÁRIO;AMERICAN AIRLINES;Plus
15.010;Hermes;BRA-2073;Brasil;Água Nova;1.176,00;4;GER LOGISTICA;TEMPORÁRIO;AVIANCA;Premium
15.010;Hermes;BRA-1692;Brasil;Anísio de Abreu;2.108,00;7;LOGISTICA;TERCEIRO;CHINA EASTERN AIRLINES;Plus
15.010;Hermes;CAN-3169;Canadá;Vancouver;1.417,00;19;TREINAMENTO E DESENV.;TEMPORÁRIO;AMERICAN AIRLINES;Plus
15.010;Hermes;CAN-3169;Canadá;Vancouver;1.417,00;17;TREINAMENTO E DESENV.;TEMPORÁRIO;AMERICAN AIRLINES;Plus
15.010;Hermes;BRA-2939;Brasil;Piacatu;748;14;TREINAMENTO E DESENV.;TEMPORÁRIO;AZUL LINHAS AÉREAS BRASILEIRAS;Gold
15.010;Hermes;BRA-0405;Brasil;Itapajé;1.597,00;1;AUDITORIA;TEMPORÁRIO;TURKISH AIRLINES INC;Plus
15.010;Hermes;BRA-0268;Brasil;Nova Canaã;845;15;COMERCIO EXTERIOR;COLABORADOR;LUFTHANSA;Gold
15.010;Hermes;BRA-0981;Brasil;Itamarati de Minas;654;14;GER SUPRIMENTOS;COLABORADOR;TAP PORTUGAL;Plus
15.010;Hermes;BRA-1381;Brasil;Abaetetuba;1.120,00;8;TREINAMENTO E DESENV.;TERCEIRO;AIR FRANCE;Premium
15.010;Hermes;BRA-1938;Brasil;Nova Laranjeiras;867;17;AUDITORIA;COLABORADOR;ETIHAD AIRWAYS;Plus
15.010;Hermes;BRA-2840;Brasil;Itápolis;1.096,00;14;AUDITORIA;COLABORADOR;TURKISH AIRLINES INC;Plus
15.010;Hermes;BRA-2719;Brasil;Artur Nogueira;1.272,00;10;DESENV. DE EMBALAGENS;TERCEIRO;TURKISH AIRLINES INC;Plus
15.010;Hermes;BRA-1663;Brasil;São José da Coroa Grande;1.793,00;13;GER SUPRIMENTOS;TEMPORÁRIO;UNITED AIRLINES;Gold
15.010;Hermes;BRA-1282;Brasil;Dois Irmãos do Buriti;2.169,00;5;MANUFATURA;TERCEIRO;SETE LINHAS AEREAS S/A;Gold
15.010;Hermes;BRA-1007;Brasil;Lagoa Grande;1.835,00;4;AUDITORIA;TEMPORÁRIO;BRITSH AIRWAYS;Plus
15.010;Hermes;NOR-3203;Noruega;Stavern;1.995,00;8;COMERCIO EXTERIOR;TERCEIRO;AIR CANADÁ;Plus
15.010;Hermes;BRA-1448;Brasil;São Domingos do Capim;2.044,00;4;SEG. SAUDE E MEIO AMBIENTE;COLABORADOR;UNITED AIRLINES;Gold
